event_sample_id,burn_time_seconds,recovery_overhead_hours,degraded_duration_hours
13344,6.65447284445202,1.0,1.0018484646790144
13360,4.2882382647304595,1.0,1.0011911772957585
13416,7.476046146420501,1.0,1.0020766794851168
13463,3.0892722474188616,1.0,1.0008581311798386
13486,3.610677266237161,1.0,1.001002965907288
13514,3.4456583469439472,1.0,1.0009571273185955
13526,3.6290629892020476,1.0,1.0010080730525561
13564,4.228070645694615,1.0,1.0011744640682485
13568,7.196857551354707,1.0,1.0019991270975985
13584,8.038359983120014,1.0,1.002232877773089
13704,5.777123399622397,1.0,1.001604756499895
13763,7.1028871147090555,1.0,1.0019730241985303
13805,4.823854638079528,1.0,1.0013399596216888
13821,3.7334672089635923,1.0,1.001037074224712
13825,4.859401891775317,1.0,1.0013498338588265
13832,3.033642722776886,1.0,1.0008426785341047
13885,2.7960898683662805,1.0,1.0007766916301017
13889,5.5681966936466765,1.0,1.0015467213037907
13939,5.249299300425658,1.0,1.0014581386945627
14019,6.476892385430411,1.0,1.0017991367737307
14124,3.6671152221842362,1.0,1.0010186431172734
14125,9.279477119122248,1.0,1.0025776325330895
14206,4.347117996574212,1.0,1.0012075327768262
14239,3.127017794342102,1.0,1.000868616053984
14290,5.0975555348783175,1.0,1.0014159876485773
14314,7.9168250734534595,1.0,1.0021991180759593
14432,4.134449200954737,1.0,1.0011484581113763
14451,7.724925933917781,1.0,1.0021458127594216
14457,5.823082241442634,1.0,1.0016175228448452
14458,4.5595649327268895,1.0,1.0012665458146464
14509,11.574986739480408,1.0,1.0032152740943001
14555,4.889612879376504,1.0,1.0013582257998268
14556,3.607467633676631,1.0,1.001002074342688
14561,4.628245298813205,1.0,1.0012856236941148
14584,3.2060662645372773,1.0,1.0008905739623715
14585,6.525303089642964,1.0,1.0018125841915675
14591,3.838944006426992,1.0,1.0010663733351186
14658,4.889518362148859,1.0,1.0013581995450413
14666,5.439030042250348,1.0,1.0015108416784029
14679,4.835054596608934,1.0,1.0013430707212803
14700,3.1758674291473277,1.0,1.0008821853969854
14722,7.671795072679188,1.0,1.0021310541868553
14768,3.238511147985168,1.0,1.0008995864299959
14908,5.696600599471502,1.0,1.0015823890554088
14934,9.070064539607525,1.0,1.0025194623721132
14942,5.583954085824949,1.0,1.0015510983571736
14943,5.989663376518983,1.0,1.0016637953823664
14946,4.332761615359981,1.0,1.0012035448931556
14966,4.649480576984288,1.0,1.0012915223824956
14996,2.938221674745023,1.0,1.0008161726874292
15017,4.729633213669704,1.0,1.0013137870037971
15103,4.8222743502045695,1.0,1.0013395206528346
15127,3.3853766658994644,1.0,1.0009403824071943
15136,5.5790065666258215,1.0,1.001549724046285
15186,5.600943398006031,1.0,1.0015558176105572
15253,6.678757894700382,1.0,1.0018552105263057
15265,4.955545617241874,1.0,1.0013765404492339
15313,8.91353976211784,1.0,1.002475983267255
15361,4.016725459806558,1.0,1.0011157570721685
15402,4.856132490206644,1.0,1.001348925691724
15413,7.297933485908814,1.0,1.0020272037460858
15420,4.4943115712678505,1.0,1.0012484198809077
15422,3.6457301741038783,1.0,1.00101270282614
15482,6.54846537274647,1.0,1.0018190181590962
15488,4.84219972013058,1.0,1.001345055477814
15493,5.998396969955433,1.0,1.0016662213805432
15548,3.9559992874798944,1.0,1.0010988886909666
15557,7.081505785188558,1.0,1.0019670849403302
15561,4.939222922646724,1.0,1.0013720063674019
15567,4.719508957428342,1.0,1.0013109747103968
15595,6.53307011364932,1.0,1.001814741698236
15668,7.05057862949614,1.0,1.001958494063749
15700,3.4472294414920057,1.0,1.0009575637337478
15704,7.434137315910583,1.0,1.0020650381433085
15741,4.289404153095511,1.0,1.0011915011536376
15743,5.394735339296819,1.0,1.0014985375942491
15744,6.095978060960583,1.0,1.0016933272391557
15755,5.81683144262648,1.0,1.0016157865118407
15773,3.0847401950166997,1.0,1.0008568722763935
