M,N,inclination_deg,phase_factor_F,Omega0_deg,u0_deg,total_satellites,feasible,constraint_violation,Q1_full_region,Q2_full_region,P1_space_time,P2_space_time,mean_multiplicity,worst_A1,worst_A2,max_gap_time_min,max_double_gap_time_min,min_availability1,min_availability2,mean_availability1,mean_availability2,std_availability1,std_mean_multiplicity,min_angular_margin_deg,worst_grid_latitude_deg,worst_grid_longitude_deg,worst_double_grid_latitude_deg,worst_double_grid_longitude_deg,sample_count,grid_point_count,simulation_duration_seconds,coverage_method,single_feasible,double_feasible,upper_reach_deg,geometric_prefilter_failed,generation_evaluated,seed,search_stage,scenario,refinement_iteration
35,43,49.46343979864722,30,2.4713742489472312,6.275357451484221,1505,False,104.09662847697219,0.9097222222222222,0.0,0.999871751025992,0.9619813041495671,3.0107444140446873,0.9972640218878254,0.949384404924761,5.0,20.0,0.9930555555555556,0.6284722222222222,0.9998717510259922,0.9619813041495667,0.0007034435532741805,1.4428943971639587,,4.0,96.800066161236,53.0,92.725405218288,288,731,86400.0,kdtree,False,False,54.014007124596,False,1.0,20360710.0,main_ga,double,
51,46,49.83920723262833,1,5.42444321899511,4.757365206529483,2346,True,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,4.702319881440949,1.0000000000000004,1.0000000000000004,0.0,0.0,1.0,1.0,1.0000000000000004,1.0000000000000004,0.0,2.241630862465513,,4.0,73.0,4.0,73.0,288,731,86400.0,kdtree,True,True,54.38977455857711,False,1.0,20360710.0,main_ga,double,
45,47,53.71472004603962,24,4.818280230726305,6.91133085125737,2115,False,31.111681106551142,1.0,0.6388888888888888,1.0000000000000002,0.9994300045599639,4.028229024167806,1.0000000000000004,0.9972640218878253,0.0,5.0,1.0,0.9861111111111112,1.0000000000000004,0.999430004559964,0.0,2.072515266571755,,4.0,73.0,5.978507533021,94.882601555823,288,731,86400.0,kdtree,True,False,58.2652873719884,False,1.0,20360710.0,main_ga,double,
46,46,53.284719023938976,20,5.256128048987874,4.319054346150026,2116,False,98.84464299285604,0.9583333333333334,0.003472222222222222,0.9999430004559966,0.9919535643714856,4.069235446116432,0.9986320109439129,0.9835841313269499,5.0,5.0,0.9965277777777778,0.9513888888888888,0.9999430004559968,0.9919535643714854,0.0004412098540710245,2.0784978151692752,,9.935522599064,75.008631903333,4.0,84.900033080618,288,731,86400.0,kdtree,False,False,57.83528634988775,False,1.0,20360710.0,main_ga,double,
36,36,53.724438537147826,29,3.6765296892199197,5.052369313120212,1296,False,195.3990205578355,0.0,0.0,0.9902055783553736,0.8302743578051381,2.469063497492019,0.9781121751025996,0.8084815321477432,15.0,35.0,0.9444444444444444,0.6180555555555556,0.9902055783553736,0.830274357805138,0.014610836786834345,1.270553937635323,,11.914030132085,101.308923203421,4.0,82.916694233848,288,731,86400.0,kdtree,False,False,58.2750058630966,False,1.0,20360710.0,main_ga,double,
46,43,52.220623545384704,21,4.366289702168539,0.8834413270680064,1978,False,131.14879730962153,0.6388888888888888,0.0,0.9995060039519686,0.9794659142726864,3.8783724730202156,0.9986320109439129,0.9699042407660743,5.0,10.0,0.9791666666666666,0.8923611111111112,0.9995060039519688,0.9794659142726863,0.0024942321384543303,1.9106016021595553,,9.935522599064,87.06042332333,7.957015066042,116.950310451,288,731,86400.0,kdtree,False,False,56.77119087133348,False,1.0,20360710.0,main_ga,double,
59,43,49.44233420065473,1,1.618909986032916,3.6027101384561266,2537,True,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,5.077348381212949,1.0000000000000004,1.0000000000000004,0.0,0.0,1.0,1.0,1.0000000000000004,1.0000000000000004,0.0,2.4343349649997967,,4.0,73.0,4.0,73.0,288,731,86400.0,kdtree,True,True,53.992901526603504,False,1.0,20360710.0,main_ga,double,
55,45,57.499052071463964,1,0.0,0.0,2475,True,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,4.133473932208542,1.0000000000000004,1.0000000000000004,0.0,0.0,1.0,1.0,1.0000000000000004,1.0000000000000004,0.0,1.7082960773986666,,4.0,73.0,4.0,73.0,288,731,86400.0,kdtree,True,True,62.04961939741274,False,1.0,20360710.0,main_ga,double,
51,43,51.090588394801266,36,4.106589125165128,2.806045447207436,2193,True,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,4.3662743198054415,1.0000000000000004,1.0000000000000004,0.0,0.0,1.0,1.0,1.0000000000000004,1.0000000000000004,0.0,2.1058662026608883,,4.0,73.0,4.0,73.0,288,731,86400.0,kdtree,True,True,55.64115572075004,False,1.0,20360710.0,main_ga,double,
60,45,53.5,1,2.7276204429040742,0.0,2700,True,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,5.1701388888888875,1.0000000000000004,1.0000000000000004,0.0,0.0,1.0,1.0,1.0000000000000004,1.0000000000000004,0.0,2.6551092457056016,,4.0,73.0,4.0,73.0,288,731,86400.0,kdtree,True,True,58.050567325948776,False,1.0,20360710.0,main_ga,double,
