M,N,total_satellites,distance_from_best,certification_priority,selected_for_search,inclination_deg,phase_factor_F,Omega0_deg,u0_deg,feasible,constraint_violation,Q1_full_region,Q2_full_region,P1_space_time,P2_space_time,mean_multiplicity,worst_A1,worst_A2,max_gap_time_min,max_double_gap_time_min,min_availability1,min_availability2,mean_availability1,mean_availability2,std_availability1,std_mean_multiplicity,min_angular_margin_deg,worst_grid_latitude_deg,worst_grid_longitude_deg,worst_double_grid_latitude_deg,worst_double_grid_longitude_deg,sample_count,grid_point_count,simulation_duration_seconds,coverage_method,single_feasible,double_feasible,upper_reach_deg,geometric_prefilter_failed,certification_status,best_seed
37,45,1665,184,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
45,37,1665,184,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
52,32,1664,185,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
36,46,1656,193,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
46,36,1656,193,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
57,29,1653,196,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
59,28,1652,197,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
33,50,1650,199,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
50,33,1650,199,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
55,30,1650,199,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
35,47,1645,204,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
47,35,1645,204,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
53,31,1643,206,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
40,41,1640,209,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
41,40,1640,209,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
39,42,1638,211,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
42,39,1638,211,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
38,43,1634,215,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
43,38,1634,215,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
34,48,1632,217,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
48,34,1632,217,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
51,32,1632,217,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
37,44,1628,221,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
44,37,1628,221,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
56,29,1624,225,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
58,28,1624,225,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
36,45,1620,229,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
45,36,1620,229,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
54,30,1620,229,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
60,27,1620,229,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
33,49,1617,232,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
49,33,1617,232,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
52,31,1612,237,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
35,46,1610,239,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
46,35,1610,239,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
32,50,1600,249,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
40,40,1600,249,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
50,32,1600,249,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
39,41,1599,250,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
41,39,1599,250,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
34,47,1598,251,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
47,34,1598,251,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
38,42,1596,253,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
42,38,1596,253,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
57,28,1596,253,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
55,29,1595,254,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
59,27,1593,256,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
37,43,1591,258,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
43,37,1591,258,0,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_run_mode_limit,
