satellite_id,plane_index,satellite_index,inclination_deg,raan_deg,initial_argument_of_latitude_deg,phase_factor,altitude_km
382,8,14,50.331343634531606,75.594136750965,157.68698807352493,28,550.0
383,8,15,50.331343634531606,75.594136750965,165.51307503004665,28,550.0
384,8,16,50.331343634531606,75.594136750965,173.3391619865684,28,550.0
385,8,17,50.331343634531606,75.594136750965,181.16524894309015,28,550.0
386,8,18,50.331343634531606,75.594136750965,188.99133589961187,28,550.0
387,8,19,50.331343634531606,75.594136750965,196.8174228561336,28,550.0
388,8,20,50.331343634531606,75.594136750965,204.64350981265537,28,550.0
389,8,21,50.331343634531606,75.594136750965,212.4695967691771,28,550.0
390,8,22,50.331343634531606,75.594136750965,220.2956837256988,28,550.0
391,8,23,50.331343634531606,75.594136750965,228.12177068222056,28,550.0
392,8,24,50.331343634531606,75.594136750965,235.94785763874233,28,550.0
393,8,25,50.331343634531606,75.594136750965,243.77394459526408,28,550.0
394,8,26,50.331343634531606,75.594136750965,251.6000315517858,28,550.0
395,8,27,50.331343634531606,75.594136750965,259.4261185083075,28,550.0
396,8,28,50.331343634531606,75.594136750965,267.2522054648293,28,550.0
397,8,29,50.331343634531606,75.594136750965,275.078292421351,28,550.0
398,8,30,50.331343634531606,75.594136750965,282.9043793778728,28,550.0
399,8,31,50.331343634531606,75.594136750965,290.7304663343945,28,550.0
400,8,32,50.331343634531606,75.594136750965,298.55655329091627,28,550.0
401,8,33,50.331343634531606,75.594136750965,306.382640247438,28,550.0
402,8,34,50.331343634531606,75.594136750965,314.20872720395977,28,550.0
403,8,35,50.331343634531606,75.594136750965,322.0348141604815,28,550.0
404,8,36,50.331343634531606,75.594136750965,329.8609011170032,28,550.0
405,8,37,50.331343634531606,75.594136750965,337.68698807352496,28,550.0
406,8,38,50.331343634531606,75.594136750965,345.5130750300467,28,550.0
407,8,39,50.331343634531606,75.594136750965,353.33916198656846,28,550.0
408,8,40,50.331343634531606,75.594136750965,1.165248943090205,28,550.0
409,8,41,50.331343634531606,75.594136750965,8.991335899611897,28,550.0
410,8,42,50.331343634531606,75.594136750965,16.817422856133646,28,550.0
411,8,43,50.331343634531606,75.594136750965,24.643509812655395,28,550.0
412,8,44,50.331343634531606,75.594136750965,32.46959676917709,28,550.0
413,8,45,50.331343634531606,75.594136750965,40.29568372569889,28,550.0
414,9,0,50.331343634531606,84.594136750965,53.6000315517858,28,550.0
415,9,1,50.331343634531606,84.594136750965,61.42611850830754,28,550.0
416,9,2,50.331343634531606,84.594136750965,69.25220546482927,28,550.0
417,9,3,50.331343634531606,84.594136750965,77.07829242135102,28,550.0
418,9,4,50.331343634531606,84.594136750965,84.90437937787276,28,550.0
419,9,5,50.331343634531606,84.594136750965,92.7304663343945,28,550.0
420,9,6,50.331343634531606,84.594136750965,100.55655329091624,28,550.0
421,9,7,50.331343634531606,84.594136750965,108.38264024743798,28,550.0
422,9,8,50.331343634531606,84.594136750965,116.20872720395971,28,550.0
423,9,9,50.331343634531606,84.594136750965,124.03481416048145,28,550.0
424,9,10,50.331343634531606,84.594136750965,131.8609011170032,28,550.0
425,9,11,50.331343634531606,84.594136750965,139.68698807352493,28,550.0
426,9,12,50.331343634531606,84.594136750965,147.51307503004668,28,550.0
427,9,13,50.331343634531606,84.594136750965,155.33916198656843,28,550.0
428,9,14,50.331343634531606,84.594136750965,163.16524894309015,28,550.0
429,9,15,50.331343634531606,84.594136750965,170.9913358996119,28,550.0
430,9,16,50.331343634531606,84.594136750965,178.81742285613362,28,550.0
431,9,17,50.331343634531606,84.594136750965,186.6435098126554,28,550.0
432,9,18,50.331343634531606,84.594136750965,194.4695967691771,28,550.0
433,9,19,50.331343634531606,84.594136750965,202.29568372569884,28,550.0
434,9,20,50.331343634531606,84.594136750965,210.12177068222059,28,550.0
435,9,21,50.331343634531606,84.594136750965,217.94785763874233,28,550.0
436,9,22,50.331343634531606,84.594136750965,225.77394459526403,28,550.0
437,9,23,50.331343634531606,84.594136750965,233.6000315517858,28,550.0
438,9,24,50.331343634531606,84.594136750965,241.4261185083075,28,550.0
439,9,25,50.331343634531606,84.594136750965,249.25220546482927,28,550.0
440,9,26,50.331343634531606,84.594136750965,257.078292421351,28,550.0
441,9,27,50.331343634531606,84.594136750965,264.9043793778727,28,550.0
442,9,28,50.331343634531606,84.594136750965,272.7304663343945,28,550.0
443,9,29,50.331343634531606,84.594136750965,280.5565532909162,28,550.0
444,9,30,50.331343634531606,84.594136750965,288.38264024743796,28,550.0
445,9,31,50.331343634531606,84.594136750965,296.2087272039597,28,550.0
446,9,32,50.331343634531606,84.594136750965,304.03481416048146,28,550.0
447,9,33,50.331343634531606,84.594136750965,311.8609011170032,28,550.0
448,9,34,50.331343634531606,84.594136750965,319.68698807352496,28,550.0
449,9,35,50.331343634531606,84.594136750965,327.5130750300467,28,550.0
450,9,36,50.331343634531606,84.594136750965,335.3391619865684,28,550.0
451,9,37,50.331343634531606,84.594136750965,343.16524894309015,28,550.0
452,9,38,50.331343634531606,84.594136750965,350.99133589961184,28,550.0
453,9,39,50.331343634531606,84.594136750965,358.81742285613365,28,550.0
454,9,40,50.331343634531606,84.594136750965,6.643509812655395,28,550.0
455,9,41,50.331343634531606,84.594136750965,14.469596769177087,28,550.0
456,9,42,50.331343634531606,84.594136750965,22.295683725698836,28,550.0
457,9,43,50.331343634531606,84.594136750965,30.121770682220586,28,550.0
458,9,44,50.331343634531606,84.594136750965,37.94785763874228,28,550.0
459,9,45,50.331343634531606,84.594136750965,45.77394459526408,28,550.0
460,10,0,50.331343634531606,93.594136750965,59.07829242135101,28,550.0
461,10,1,50.331343634531606,93.594136750965,66.90437937787274,28,550.0
462,10,2,50.331343634531606,93.594136750965,74.73046633439448,28,550.0
463,10,3,50.331343634531606,93.594136750965,82.55655329091623,28,550.0
464,10,4,50.331343634531606,93.594136750965,90.38264024743796,28,550.0
465,10,5,50.331343634531606,93.594136750965,98.20872720395971,28,550.0
466,10,6,50.331343634531606,93.594136750965,106.03481416048145,28,550.0
467,10,7,50.331343634531606,93.594136750965,113.86090111700318,28,550.0
468,10,8,50.331343634531606,93.594136750965,121.68698807352492,28,550.0
469,10,9,50.331343634531606,93.594136750965,129.51307503004665,28,550.0
470,10,10,50.331343634531606,93.594136750965,137.33916198656843,28,550.0
471,10,11,50.331343634531606,93.594136750965,145.16524894309012,28,550.0
472,10,12,50.331343634531606,93.594136750965,152.9913358996119,28,550.0
473,10,13,50.331343634531606,93.594136750965,160.81742285613362,28,550.0
474,10,14,50.331343634531606,93.594136750965,168.64350981265537,28,550.0
475,10,15,50.331343634531606,93.594136750965,176.4695967691771,28,550.0
476,10,16,50.331343634531606,93.594136750965,184.29568372569884,28,550.0
477,10,17,50.331343634531606,93.594136750965,192.12177068222059,28,550.0
478,10,18,50.331343634531606,93.594136750965,199.9478576387423,28,550.0
479,10,19,50.331343634531606,93.594136750965,207.77394459526403,28,550.0
480,10,20,50.331343634531606,93.594136750965,215.6000315517858,28,550.0
481,10,21,50.331343634531606,93.594136750965,223.42611850830752,28,550.0
482,10,22,50.331343634531606,93.594136750965,231.25220546482922,28,550.0
483,10,23,50.331343634531606,93.594136750965,239.078292421351,28,550.0
484,10,24,50.331343634531606,93.594136750965,246.90437937787274,28,550.0
485,10,25,50.331343634531606,93.594136750965,254.7304663343945,28,550.0
486,10,26,50.331343634531606,93.594136750965,262.5565532909162,28,550.0
487,10,27,50.331343634531606,93.594136750965,270.3826402474379,28,550.0
488,10,28,50.331343634531606,93.594136750965,278.2087272039597,28,550.0
489,10,29,50.331343634531606,93.594136750965,286.03481416048146,28,550.0
490,10,30,50.331343634531606,93.594136750965,293.8609011170032,28,550.0
491,10,31,50.331343634531606,93.594136750965,301.6869880735249,28,550.0
492,10,32,50.331343634531606,93.594136750965,309.5130750300467,28,550.0
493,10,33,50.331343634531606,93.594136750965,317.33916198656846,28,550.0
494,10,34,50.331343634531606,93.594136750965,325.1652489430902,28,550.0
495,10,35,50.331343634531606,93.594136750965,332.9913358996119,28,550.0
496,10,36,50.331343634531606,93.594136750965,340.81742285613365,28,550.0
497,10,37,50.331343634531606,93.594136750965,348.6435098126554,28,550.0
498,10,38,50.331343634531606,93.594136750965,356.4695967691771,28,550.0
499,10,39,50.331343634531606,93.594136750965,4.2956837256988365,28,550.0
500,10,40,50.331343634531606,93.594136750965,12.121770682220642,28,550.0
501,10,41,50.331343634531606,93.594136750965,19.947857638742335,28,550.0
502,10,42,50.331343634531606,93.594136750965,27.773944595264084,28,550.0
503,10,43,50.331343634531606,93.594136750965,35.600031551785776,28,550.0
504,10,44,50.331343634531606,93.594136750965,43.426118508307525,28,550.0
505,10,45,50.331343634531606,93.594136750965,51.25220546482933,28,550.0
506,11,0,50.331343634531606,102.594136750965,64.55655329091624,28,550.0
507,11,1,50.331343634531606,102.594136750965,72.38264024743798,28,550.0
508,11,2,50.331343634531606,102.594136750965,80.20872720395971,28,550.0
509,11,3,50.331343634531606,102.594136750965,88.03481416048145,28,550.0
