ground_index,latitude_deg,longitude_deg,minimum_visible_satellites,mean_visible_satellites,maximum_visible_satellites,mean_minimum_slant_distance_km
996,19.0,124.0,2,2.670138888888889,5,603.911766914506
997,19.0,125.0,2,2.6527777777777777,5,603.7601448629516
998,19.0,126.0,2,2.6597222222222223,5,603.525576339578
999,19.0,127.0,2,2.6493055555555554,5,603.4856428368346
1000,19.0,128.0,2,2.6493055555555554,5,603.6156945966379
1001,19.0,129.0,2,2.6319444444444446,5,603.7235384939664
1002,19.0,130.0,2,2.6527777777777777,5,603.7369726806713
1003,19.0,131.0,2,2.6805555555555554,5,603.5834695330047
1004,19.0,132.0,2,2.670138888888889,6,603.519247911336
1005,19.0,133.0,2,2.642361111111111,5,603.7057939624159
1006,19.0,134.0,2,2.6458333333333335,5,603.8891315628289
1007,19.0,135.0,2,2.6527777777777777,5,603.8606520628549
1008,20.0,73.0,2,2.6597222222222223,4,603.0288562746902
1009,20.0,74.0,2,2.6909722222222223,5,602.9947311827323
1010,20.0,75.0,2,2.6909722222222223,5,602.7293186656572
1011,20.0,76.0,2,2.704861111111111,5,602.5762647642582
1012,20.0,77.0,2,2.6909722222222223,4,602.683966145964
1013,20.0,78.0,2,2.670138888888889,5,602.7486140202416
1014,20.0,79.0,2,2.6770833333333335,4,602.8567950105796
1015,20.0,80.0,2,2.6805555555555554,5,603.1116305368397
1016,20.0,81.0,2,2.6875,5,603.1036862967021
1017,20.0,82.0,2,2.6944444444444446,5,602.8051512023495
1018,20.0,83.0,2,2.6909722222222223,5,602.6446133052834
1019,20.0,84.0,2,2.6805555555555554,5,602.8351034180637
1020,20.0,85.0,2,2.65625,4,602.7706603833963
1021,20.0,86.0,2,2.6875,5,602.7814895146082
1022,20.0,87.0,2,2.6909722222222223,5,603.0219663245975
1023,20.0,88.0,2,2.6909722222222223,4,602.8642291133858
1024,20.0,89.0,2,2.6805555555555554,5,602.8170887907445
1025,20.0,90.0,2,2.6979166666666665,5,602.9335226671932
1026,20.0,91.0,2,2.6770833333333335,4,602.7284197432684
1027,20.0,92.0,2,2.6805555555555554,5,602.8629416398832
1028,20.0,93.0,2,2.6770833333333335,5,603.0035710011115
1029,20.0,94.0,2,2.6840277777777777,5,602.8071684457375
1030,20.0,95.0,2,2.6979166666666665,5,602.7724920131154
1031,20.0,96.0,2,2.6979166666666665,5,602.9866852396678
1032,20.0,97.0,2,2.6875,5,602.8496265380999
1033,20.0,98.0,2,2.673611111111111,5,602.9102919881802
1034,20.0,99.0,2,2.670138888888889,5,602.9251505804845
1035,20.0,100.0,2,2.6909722222222223,5,602.8490330414362
1036,20.0,101.0,2,2.6805555555555554,5,602.6881629331693
1037,20.0,102.0,2,2.6909722222222223,5,602.6771976373093
1038,20.0,103.0,2,2.6840277777777777,4,602.8165909520143
1039,20.0,104.0,2,2.6875,5,602.8334925294121
1040,20.0,105.0,2,2.6631944444444446,5,602.944227695018
1041,20.0,106.0,2,2.6770833333333335,5,603.0706328074648
1042,20.0,107.0,2,2.6840277777777777,5,602.915169214373
1043,20.0,108.0,2,2.6805555555555554,5,603.0516470316317
1044,20.0,109.0,2,2.6944444444444446,5,602.9998319032792
1045,20.0,110.0,2,2.6770833333333335,4,602.713028403382
1046,20.0,111.0,2,2.673611111111111,5,602.7241325107491
1047,20.0,112.0,2,2.65625,5,602.7832528626094
1048,20.0,113.0,2,2.670138888888889,5,602.4764778410538
1049,20.0,114.0,2,2.6805555555555554,5,602.6996573676021
1050,20.0,115.0,2,2.7152777777777777,5,603.0258543525065
1051,20.0,116.0,2,2.6805555555555554,4,603.053982755815
1052,20.0,117.0,2,2.6909722222222223,5,603.0934732685939
1053,20.0,118.0,2,2.6666666666666665,5,602.9904778638075
1054,20.0,119.0,2,2.6944444444444446,5,602.7835996015962
1055,20.0,120.0,2,2.701388888888889,5,602.7035450534211
1056,20.0,121.0,2,2.701388888888889,5,602.7206535020703
1057,20.0,122.0,2,2.6805555555555554,4,602.701155126097
1058,20.0,123.0,2,2.6875,5,602.8477799456575
1059,20.0,124.0,2,2.6527777777777777,5,603.0905564654033
1060,20.0,125.0,2,2.6805555555555554,5,602.9160705099572
1061,20.0,126.0,2,2.673611111111111,4,602.6418821979872
1062,20.0,127.0,2,2.6875,5,602.7760251824365
1063,20.0,128.0,2,2.6909722222222223,5,602.8513639603607
1064,20.0,129.0,2,2.6805555555555554,5,602.8642919542258
1065,20.0,130.0,2,2.673611111111111,5,603.0342188232923
1066,20.0,131.0,2,2.6805555555555554,5,603.0524036003585
1067,20.0,132.0,2,2.6805555555555554,4,602.7436439950469
1068,20.0,133.0,2,2.701388888888889,5,602.7836253444033
1069,20.0,134.0,2,2.6979166666666665,5,602.870168468235
1070,20.0,135.0,2,2.6805555555555554,5,602.8120957155331
1071,21.0,73.0,2,2.7465277777777777,5,612.8251971712492
1072,21.0,74.0,2,2.7083333333333335,5,612.6914427610072
1073,21.0,75.0,2,2.704861111111111,5,612.3163630244879
1074,21.0,76.0,2,2.6944444444444446,5,612.2872555491572
1075,21.0,77.0,2,2.7152777777777777,5,612.2316245829594
1076,21.0,78.0,2,2.7291666666666665,5,612.2600370549487
1077,21.0,79.0,2,2.7569444444444446,5,612.8222745291067
1078,21.0,80.0,2,2.7395833333333335,5,612.6032448397509
1079,21.0,81.0,2,2.7256944444444446,5,612.3384980938264
1080,21.0,82.0,2,2.701388888888889,5,612.2233592003713
1081,21.0,83.0,2,2.704861111111111,5,612.0961114276708
1082,21.0,84.0,2,2.7118055555555554,5,612.4373587003777
1083,21.0,85.0,2,2.7222222222222223,5,612.4942668528856
1084,21.0,86.0,2,2.7083333333333335,5,612.2446502918316
1085,21.0,87.0,2,2.7222222222222223,5,612.4205243662292
1086,21.0,88.0,2,2.704861111111111,5,612.5996084513029
1087,21.0,89.0,2,2.7222222222222223,5,612.5617941696361
1088,21.0,90.0,2,2.7291666666666665,5,612.4611592023161
1089,21.0,91.0,2,2.7534722222222223,5,612.4323113560254
1090,21.0,92.0,2,2.736111111111111,5,612.65674399679
1091,21.0,93.0,2,2.7222222222222223,5,612.6646802627652
1092,21.0,94.0,2,2.7083333333333335,5,612.4472313983265
1093,21.0,95.0,2,2.7083333333333335,5,612.4590123002595
1094,21.0,96.0,2,2.701388888888889,5,612.430073519895
1095,21.0,97.0,2,2.71875,5,612.7013202416724
1096,21.0,98.0,2,2.7118055555555554,5,612.9980723151255
1097,21.0,99.0,2,2.7118055555555554,5,612.7888028400649
1098,21.0,100.0,2,2.7152777777777777,5,612.5577154269237
1099,21.0,101.0,2,2.7118055555555554,5,612.3862438480905
1100,21.0,102.0,2,2.7222222222222223,5,612.3665612737357
1101,21.0,103.0,2,2.704861111111111,5,612.5824109823276
1102,21.0,104.0,2,2.7256944444444446,5,612.6131401523083
1103,21.0,105.0,2,2.7152777777777777,5,612.4448676696477
1104,21.0,106.0,2,2.7256944444444446,5,612.4890739938578
1105,21.0,107.0,2,2.7152777777777777,5,612.5328971564322
1106,21.0,108.0,2,2.704861111111111,5,612.6084836962607
1107,21.0,109.0,2,2.7083333333333335,5,612.3870261070757
1108,21.0,110.0,2,2.6979166666666665,5,612.2711526804015
1109,21.0,111.0,2,2.7222222222222223,5,612.3872559492265
1110,21.0,112.0,2,2.7083333333333335,5,612.4458995887622
1111,21.0,113.0,2,2.71875,5,612.1582395593647
1112,21.0,114.0,2,2.701388888888889,5,612.1176284993348
1113,21.0,115.0,2,2.6909722222222223,5,612.2346566487453
1114,21.0,116.0,2,2.71875,5,612.5628297369692
1115,21.0,117.0,2,2.7256944444444446,5,612.6850653449651
1116,21.0,118.0,2,2.7430555555555554,5,612.5022000438535
1117,21.0,119.0,2,2.71875,5,612.2625013067942
1118,21.0,120.0,2,2.6979166666666665,5,612.2556230659821
1119,21.0,121.0,2,2.6805555555555554,5,612.2926972846382
1120,21.0,122.0,2,2.704861111111111,5,612.5150872378655
1121,21.0,123.0,2,2.71875,5,612.6271863992324
1122,21.0,124.0,2,2.7118055555555554,4,612.6903821306374
1123,21.0,125.0,2,2.7152777777777777,5,612.6462506696913
1124,21.0,126.0,2,2.6979166666666665,5,612.6722560616522
1125,21.0,127.0,2,2.6909722222222223,5,612.5990972329292
1126,21.0,128.0,2,2.701388888888889,5,612.5106019005283
1127,21.0,129.0,2,2.7256944444444446,5,612.4424935061875
1128,21.0,130.0,2,2.7430555555555554,5,612.6542734510322
1129,21.0,131.0,2,2.7118055555555554,5,612.84951920811
1130,21.0,132.0,2,2.7256944444444446,5,612.616070470128
1131,21.0,133.0,2,2.6979166666666665,5,612.2860405839259
1132,21.0,134.0,2,2.7118055555555554,5,612.3942423531513
1133,21.0,135.0,2,2.736111111111111,5,612.5772864840526
1134,22.0,73.0,2,2.75,5,609.4523465151104
1135,22.0,74.0,2,2.7604166666666665,5,609.5656229308764
1136,22.0,75.0,2,2.7465277777777777,5,609.5614619371186
1137,22.0,76.0,2,2.7604166666666665,5,609.4099787879987
1138,22.0,77.0,2,2.75,5,609.2102048864832
1139,22.0,78.0,2,2.75,5,609.0409238471192
1140,22.0,79.0,2,2.7430555555555554,5,608.9473303127927
1141,22.0,80.0,2,2.7604166666666665,5,609.285913617391
1142,22.0,81.0,2,2.7569444444444446,5,609.4140687688292
1143,22.0,82.0,2,2.7534722222222223,5,609.2414396791773
1144,22.0,83.0,2,2.732638888888889,5,609.1086245555595
1145,22.0,84.0,2,2.7465277777777777,5,609.1269593373238
1146,22.0,85.0,2,2.736111111111111,5,608.996336887913
1147,22.0,86.0,2,2.7395833333333335,5,609.1230993228821
1148,22.0,87.0,2,2.7430555555555554,5,609.4623799996405
1149,22.0,88.0,2,2.7847222222222223,5,609.7304428987194
1150,22.0,89.0,2,2.763888888888889,5,609.5956129530849
1151,22.0,90.0,2,2.7604166666666665,5,609.1226665471154
1152,22.0,91.0,2,2.7465277777777777,5,608.9096094152899
1153,22.0,92.0,2,2.736111111111111,5,609.1005438868369
1154,22.0,93.0,2,2.7465277777777777,5,609.5721747186072
1155,22.0,94.0,2,2.7604166666666665,5,609.6823260766066
1156,22.0,95.0,2,2.7291666666666665,5,609.5871739135487
1157,22.0,96.0,2,2.75,5,609.5472856158359
1158,22.0,97.0,2,2.75,5,609.3137214167123
1159,22.0,98.0,2,2.75,5,609.2674762986225
1160,22.0,99.0,2,2.7569444444444446,5,609.5447267207879
1161,22.0,100.0,2,2.7569444444444446,5,609.6991568991248
1162,22.0,101.0,2,2.7569444444444446,5,609.6016616600114
1163,22.0,102.0,2,2.7743055555555554,5,609.5001650842327
1164,22.0,103.0,2,2.763888888888889,5,609.3572192950284
1165,22.0,104.0,2,2.7465277777777777,5,609.1854639196608
1166,22.0,105.0,2,2.7256944444444446,5,609.2548645741599
1167,22.0,106.0,2,2.71875,5,609.2651268705799
1168,22.0,107.0,2,2.75,5,609.4477170090208
1169,22.0,108.0,2,2.7604166666666665,5,609.5777688721354
1170,22.0,109.0,2,2.763888888888889,5,609.3017245084125
1171,22.0,110.0,2,2.7534722222222223,5,609.0585795391888
1172,22.0,111.0,2,2.7534722222222223,5,609.2119345448757
1173,22.0,112.0,2,2.7395833333333335,5,609.3670992699493
1174,22.0,113.0,2,2.7569444444444446,5,609.1436423245879
1175,22.0,114.0,2,2.763888888888889,5,609.0113538630205
1176,22.0,115.0,2,2.7569444444444446,5,609.1752262937941
1177,22.0,116.0,2,2.763888888888889,5,609.3096676576968
1178,22.0,117.0,2,2.736111111111111,5,609.3298422088405
1179,22.0,118.0,2,2.7152777777777777,5,609.2670750167034
1180,22.0,119.0,2,2.7395833333333335,5,609.1574957110895
1181,22.0,120.0,2,2.7534722222222223,5,609.1462435297406
1182,22.0,121.0,2,2.7743055555555554,5,609.2895911783378
1183,22.0,122.0,2,2.7708333333333335,5,609.4177035778988
1184,22.0,123.0,2,2.7569444444444446,5,609.6382921729515
1185,22.0,124.0,2,2.736111111111111,5,609.6969569493306
1186,22.0,125.0,2,2.7569444444444446,5,609.424392770477
1187,22.0,126.0,2,2.78125,5,609.2851733107997
1188,22.0,127.0,2,2.7847222222222223,5,609.4241193445496
1189,22.0,128.0,2,2.75,5,609.5318869382613
1190,22.0,129.0,2,2.7395833333333335,5,609.5626082603408
1191,22.0,130.0,2,2.71875,5,609.7314387847659
1192,22.0,131.0,2,2.7222222222222223,5,609.655916955025
1193,22.0,132.0,2,2.7604166666666665,5,609.2141691421361
1194,22.0,133.0,2,2.7604166666666665,5,608.9820042818055
1195,22.0,134.0,2,2.767361111111111,5,609.0982061678001
1196,22.0,135.0,2,2.7743055555555554,5,609.5458334879513
1197,23.0,73.0,2,2.7916666666666665,5,600.7548848681286
1198,23.0,74.0,2,2.7881944444444446,5,600.8146030342416
1199,23.0,75.0,2,2.7847222222222223,5,600.6975045286993
1200,23.0,76.0,2,2.78125,5,600.1347240375537
1201,23.0,77.0,2,2.7881944444444446,5,600.2140612987146
1202,23.0,78.0,2,2.8055555555555554,5,600.2946397708467
1203,23.0,79.0,2,2.8020833333333335,5,600.5609059229423
1204,23.0,80.0,2,2.8090277777777777,5,600.5851722225193
1205,23.0,81.0,2,2.798611111111111,5,600.4669145021658
1206,23.0,82.0,2,2.7916666666666665,5,600.2603306143951
1207,23.0,83.0,2,2.7847222222222223,5,600.2495879231137
1208,23.0,84.0,2,2.7777777777777777,5,600.3122814807319
1209,23.0,85.0,2,2.7881944444444446,5,600.4763322329226
1210,23.0,86.0,2,2.795138888888889,5,600.5843174902378
1211,23.0,87.0,2,2.8055555555555554,5,600.7160304542134
1212,23.0,88.0,2,2.7881944444444446,5,600.389711494391
1213,23.0,89.0,2,2.767361111111111,5,600.4705023465808
1214,23.0,90.0,2,2.798611111111111,5,600.3752529870482
1215,23.0,91.0,2,2.798611111111111,5,600.3262901673733
1216,23.0,92.0,2,2.798611111111111,5,600.3785428418728
1217,23.0,93.0,2,2.795138888888889,5,600.513713896452
1218,23.0,94.0,2,2.8020833333333335,5,600.582047286433
1219,23.0,95.0,2,2.78125,5,600.6078800344799
1220,23.0,96.0,2,2.7743055555555554,5,600.5731719137674
1221,23.0,97.0,2,2.798611111111111,5,600.4954814899594
1222,23.0,98.0,2,2.7916666666666665,5,600.5420594905688
1223,23.0,99.0,2,2.798611111111111,5,600.4079804668
1224,23.0,100.0,2,2.795138888888889,5,600.3396668692859
1225,23.0,101.0,2,2.7847222222222223,5,600.549197078597
1226,23.0,102.0,2,2.78125,5,600.7402059880363
1227,23.0,103.0,2,2.7847222222222223,5,600.6602657661549
1228,23.0,104.0,2,2.8055555555555554,5,600.459657867369
1229,23.0,105.0,2,2.8055555555555554,5,600.2747690529997
1230,23.0,106.0,2,2.8125,5,600.2143841874426
1231,23.0,107.0,2,2.7847222222222223,5,600.3449426396996
1232,23.0,108.0,2,2.767361111111111,5,600.6728946100876
1233,23.0,109.0,2,2.7881944444444446,5,600.6977259455603
1234,23.0,110.0,2,2.8055555555555554,5,600.597260926774
1235,23.0,111.0,2,2.763888888888889,5,600.3360196230738
1236,23.0,112.0,2,2.8090277777777777,5,600.2286119042138
1237,23.0,113.0,2,2.7777777777777777,5,600.119238867734
1238,23.0,114.0,2,2.7777777777777777,5,600.4238006548333
1239,23.0,115.0,2,2.795138888888889,5,600.5395374834503
1240,23.0,116.0,2,2.798611111111111,5,600.5975682829505
1241,23.0,117.0,2,2.7916666666666665,5,600.4413670576448
1242,23.0,118.0,2,2.829861111111111,5,600.2977554173357
1243,23.0,119.0,2,2.7916666666666665,5,600.1321086152952
1244,23.0,120.0,2,2.78125,5,600.3558404632109
1245,23.0,121.0,2,2.795138888888889,5,600.6034803059894
1246,23.0,122.0,2,2.7916666666666665,5,600.820071415276
1247,23.0,123.0,2,2.7777777777777777,5,600.6027264010812
1248,23.0,124.0,2,2.795138888888889,5,600.4384876132538
1249,23.0,125.0,2,2.7777777777777777,5,600.2406081472459
1250,23.0,126.0,2,2.8020833333333335,5,600.4333498227574
1251,23.0,127.0,2,2.7708333333333335,5,600.4559028216639
1252,23.0,128.0,2,2.7916666666666665,5,600.6249454295998
1253,23.0,129.0,2,2.7916666666666665,5,600.6161701482274
1254,23.0,130.0,2,2.8090277777777777,5,600.7458012785838
1255,23.0,131.0,2,2.798611111111111,5,600.4623509382347
1256,23.0,132.0,2,2.7777777777777777,5,600.3545537951121
1257,23.0,133.0,2,2.78125,5,600.2670492836652
1258,23.0,134.0,2,2.7708333333333335,5,600.3041145404992
1259,23.0,135.0,2,2.7743055555555554,5,600.3559854873046
1260,24.0,73.0,2,2.8159722222222223,5,607.1621343769733
1261,24.0,74.0,2,2.829861111111111,5,607.2084088433551
1262,24.0,75.0,2,2.8229166666666665,5,607.0543036514403
1263,24.0,76.0,2,2.8402777777777777,5,606.7556593987789
1264,24.0,77.0,2,2.8333333333333335,5,606.5508480739713
1265,24.0,78.0,2,2.8368055555555554,5,606.7902258615421
1266,24.0,79.0,2,2.8541666666666665,5,607.2509360483531
1267,24.0,80.0,2,2.84375,5,607.0424031144222
1268,24.0,81.0,2,2.8333333333333335,5,606.7906727039164
1269,24.0,82.0,2,2.8541666666666665,5,606.9249547371902
1270,24.0,83.0,2,2.8368055555555554,5,606.8155474305441
1271,24.0,84.0,2,2.8229166666666665,5,606.7414136095889
1272,24.0,85.0,2,2.8159722222222223,5,607.1132434650654
1273,24.0,86.0,2,2.8333333333333335,5,607.1279570351328
1274,24.0,87.0,2,2.826388888888889,5,606.9676532661556
1275,24.0,88.0,2,2.8402777777777777,5,606.9419250805989
1276,24.0,89.0,2,2.8333333333333335,5,606.8308231348617
1277,24.0,90.0,2,2.8472222222222223,5,606.6998759793595
1278,24.0,91.0,2,2.8402777777777777,5,606.7430269091366
1279,24.0,92.0,2,2.8159722222222223,5,606.8784315781543
1280,24.0,93.0,2,2.826388888888889,5,606.9124340502381
1281,24.0,94.0,2,2.8402777777777777,5,607.1264021619415
1282,24.0,95.0,2,2.857638888888889,5,606.9734712172897
1283,24.0,96.0,2,2.8402777777777777,5,606.6412793471192
1284,24.0,97.0,2,2.8125,5,606.6949867452913
1285,24.0,98.0,2,2.8194444444444446,5,607.0098050495894
1286,24.0,99.0,2,2.8090277777777777,5,606.7318216032995
1287,24.0,100.0,2,2.829861111111111,5,606.6095985898781
1288,24.0,101.0,2,2.826388888888889,5,606.9681266656534
1289,24.0,102.0,2,2.8368055555555554,5,607.0212902624672
1290,24.0,103.0,2,2.826388888888889,5,606.959524635133
1291,24.0,104.0,2,2.826388888888889,5,606.9799487684821
1292,24.0,105.0,2,2.8402777777777777,5,606.6805073524191
1293,24.0,106.0,2,2.8229166666666665,5,606.6982836068064
1294,24.0,107.0,2,2.8402777777777777,5,606.8787497599897
1295,24.0,108.0,2,2.8541666666666665,5,606.8127109541429
1296,24.0,109.0,2,2.8333333333333335,5,606.9414618572105
1297,24.0,110.0,2,2.826388888888889,5,607.1428660896647
1298,24.0,111.0,2,2.8159722222222223,5,606.9729944341495
1299,24.0,112.0,2,2.8125,5,606.893402528008
1300,24.0,113.0,2,2.829861111111111,5,606.8706134142564
1301,24.0,114.0,2,2.8472222222222223,5,606.8863494684986
1302,24.0,115.0,2,2.8368055555555554,5,606.7914889208524
1303,24.0,116.0,2,2.8194444444444446,5,606.9779754138217
1304,24.0,117.0,2,2.829861111111111,5,607.1784652783539
1305,24.0,118.0,2,2.829861111111111,5,606.9001631913193
1306,24.0,119.0,2,2.8402777777777777,5,606.6638195420032
1307,24.0,120.0,2,2.8368055555555554,5,606.7094959880062
1308,24.0,121.0,2,2.829861111111111,5,606.855971996269
1309,24.0,122.0,2,2.8368055555555554,5,607.2173500959939
1310,24.0,123.0,2,2.8125,5,607.1782842494857
1311,24.0,124.0,2,2.8159722222222223,5,606.7560850883875
1312,24.0,125.0,2,2.8159722222222223,5,606.7479226698841
1313,24.0,126.0,2,2.8159722222222223,5,606.7334182748464
1314,24.0,127.0,2,2.8229166666666665,5,606.4690531963521
1315,24.0,128.0,2,2.8402777777777777,5,606.7390920297307
1316,24.0,129.0,2,2.8472222222222223,5,607.0610822694176
1317,24.0,130.0,2,2.8333333333333335,5,607.1095971955747
1318,24.0,131.0,2,2.8229166666666665,5,606.9867611486828
1319,24.0,132.0,2,2.829861111111111,5,606.6972746645023
1320,24.0,133.0,2,2.8402777777777777,5,606.4378108509069
1321,24.0,134.0,2,2.84375,5,606.5292609010498
1322,24.0,135.0,2,2.829861111111111,5,606.8374233597996
1323,25.0,73.0,2,2.8680555555555554,6,624.5209053367012
1324,25.0,74.0,2,2.888888888888889,6,624.8210843477156
1325,25.0,75.0,2,2.8819444444444446,6,624.7858672728157
1326,25.0,76.0,2,2.8819444444444446,6,624.4599698077296
1327,25.0,77.0,2,2.8541666666666665,6,624.2989286517193
1328,25.0,78.0,2,2.8854166666666665,6,624.5019317876681
1329,25.0,79.0,2,2.90625,6,624.9212388022069
1330,25.0,80.0,2,2.892361111111111,6,624.7550464900585
1331,25.0,81.0,2,2.8680555555555554,6,624.588175912631
1332,25.0,82.0,2,2.8680555555555554,6,624.7338741961994
1333,25.0,83.0,2,2.888888888888889,6,624.7178418618611
1334,25.0,84.0,2,2.8715277777777777,6,624.5595066105193
1335,25.0,85.0,2,2.8784722222222223,6,624.6106694944034
1336,25.0,86.0,2,2.8784722222222223,6,624.7557976283164
1337,25.0,87.0,2,2.8715277777777777,6,624.7546360302875
1338,25.0,88.0,2,2.875,6,624.7096189200588
1339,25.0,89.0,2,2.8819444444444446,6,624.5346917469741
1340,25.0,90.0,2,2.8784722222222223,6,624.4939242967259
1341,25.0,91.0,2,2.8819444444444446,6,624.4055066714466
1342,25.0,92.0,2,2.8819444444444446,6,624.4133137736269
1343,25.0,93.0,2,2.888888888888889,6,624.5399229261641
1344,25.0,94.0,2,2.8784722222222223,6,624.7619653108776
1345,25.0,95.0,2,2.8784722222222223,6,624.5358477680388
1346,25.0,96.0,2,2.8541666666666665,6,624.1970072360305
1347,25.0,97.0,2,2.8715277777777777,6,624.1750781354647
1348,25.0,98.0,2,2.8854166666666665,6,624.4843646030172
1349,25.0,99.0,2,2.8819444444444446,6,624.3005738808656
1350,25.0,100.0,2,2.8819444444444446,6,624.2436947864351
1351,25.0,101.0,2,2.875,6,624.510651772506
1352,25.0,102.0,2,2.8854166666666665,6,624.769194478904
1353,25.0,103.0,2,2.892361111111111,6,624.6514945026297
1354,25.0,104.0,2,2.8854166666666665,6,624.4647016106936
1355,25.0,105.0,2,2.861111111111111,6,624.2789031331678
1356,25.0,106.0,2,2.8854166666666665,6,624.4553084136467
1357,25.0,107.0,2,2.8680555555555554,6,624.5960294364704
1358,25.0,108.0,2,2.8645833333333335,6,624.5158644017572
1359,25.0,109.0,2,2.8819444444444446,6,624.6484984955446
1360,25.0,110.0,2,2.8715277777777777,6,624.8625374230047
1361,25.0,111.0,2,2.892361111111111,6,624.6804727896287
1362,25.0,112.0,2,2.892361111111111,6,624.6899395893088
1363,25.0,113.0,2,2.8958333333333335,6,624.6943504336676
1364,25.0,114.0,2,2.8715277777777777,6,624.750436295119
1365,25.0,115.0,2,2.875,6,624.5569538790965
1366,25.0,116.0,2,2.8715277777777777,5,624.6568665944211
1367,25.0,117.0,2,2.8854166666666665,6,624.7932315191858
1368,25.0,118.0,2,2.8854166666666665,6,624.6142110635174
1369,25.0,119.0,2,2.8645833333333335,6,624.3318440994565
1370,25.0,120.0,2,2.857638888888889,6,624.3675517191627
1371,25.0,121.0,2,2.892361111111111,6,624.5922430934712
1372,25.0,122.0,2,2.892361111111111,6,624.9378042244175
1373,25.0,123.0,2,2.888888888888889,6,624.7186449021414
1374,25.0,124.0,2,2.8993055555555554,6,624.2872701015308
1375,25.0,125.0,2,2.888888888888889,6,624.358460055281
1376,25.0,126.0,2,2.875,6,624.3814783784132
1377,25.0,127.0,2,2.861111111111111,6,624.0855280732571
1378,25.0,128.0,2,2.857638888888889,6,624.2367073919804
1379,25.0,129.0,2,2.8784722222222223,6,624.5489325510821
1380,25.0,130.0,2,2.888888888888889,6,624.6132768938933
1381,25.0,131.0,2,2.875,6,624.4684900635483
1382,25.0,132.0,2,2.8784722222222223,6,624.2890927886439
1383,25.0,133.0,2,2.8819444444444446,6,624.1622196307892
1384,25.0,134.0,2,2.8680555555555554,6,624.2983763136323
1385,25.0,135.0,2,2.8680555555555554,6,624.4668485481048
1386,26.0,73.0,2,2.8993055555555554,5,604.5363616203623
1387,26.0,74.0,2,2.9270833333333335,5,604.5534604388008
1388,26.0,75.0,2,2.9097222222222223,5,604.3127919424122
1389,26.0,76.0,2,2.9409722222222223,5,603.8464712099304
1390,26.0,77.0,2,2.9305555555555554,5,603.7525795981094
1391,26.0,78.0,2,2.9340277777777777,5,604.1398243946583
1392,26.0,79.0,2,2.9409722222222223,5,604.5687058640314
1393,26.0,80.0,2,2.9409722222222223,5,604.5396335319249
1394,26.0,81.0,2,2.9340277777777777,5,604.1982497944068
1395,26.0,82.0,2,2.9409722222222223,5,604.1061392044642
1396,26.0,83.0,2,2.920138888888889,5,604.0960647978807
1397,26.0,84.0,2,2.9270833333333335,5,604.1924017615032
1398,26.0,85.0,2,2.920138888888889,5,604.3506450780018
1399,26.0,86.0,2,2.9340277777777777,5,604.4665814539043
1400,26.0,87.0,2,2.90625,5,604.3750667441736
1401,26.0,88.0,2,2.9444444444444446,5,604.2013021836294
1402,26.0,89.0,2,2.9270833333333335,5,604.1195986363706
1403,26.0,90.0,2,2.9305555555555554,5,604.0830707156783
1404,26.0,91.0,2,2.9340277777777777,5,604.1975048682741
1405,26.0,92.0,2,2.920138888888889,5,604.2322668810378
1406,26.0,93.0,2,2.9166666666666665,5,604.1246704221339
1407,26.0,94.0,2,2.9340277777777777,5,604.2399393123314
1408,26.0,95.0,2,2.923611111111111,5,604.2148834664528
1409,26.0,96.0,2,2.9166666666666665,5,604.0412304324483
1410,26.0,97.0,2,2.920138888888889,5,604.1549312694657
1411,26.0,98.0,2,2.923611111111111,5,604.3058813099968
1412,26.0,99.0,2,2.9270833333333335,5,604.0347882748966
1413,26.0,100.0,2,2.9375,5,603.8844002687015
1414,26.0,101.0,2,2.923611111111111,5,604.1230903096081
1415,26.0,102.0,2,2.951388888888889,5,604.3830882786636
1416,26.0,103.0,2,2.9305555555555554,5,604.4212121424121
1417,26.0,104.0,2,2.9305555555555554,5,604.2654712580287
1418,26.0,105.0,2,2.9270833333333335,5,603.9695478618803
1419,26.0,106.0,2,2.90625,5,603.8564256965687
1420,26.0,107.0,2,2.9097222222222223,5,604.1482551645363
1421,26.0,108.0,2,2.9166666666666665,5,604.3466512858656
1422,26.0,109.0,2,2.9444444444444446,5,604.4580345389559
1423,26.0,110.0,2,2.9375,5,604.566597255304
1424,26.0,111.0,2,2.9305555555555554,5,604.2618202238901
1425,26.0,112.0,2,2.920138888888889,5,603.9083130324674
1426,26.0,113.0,2,2.9305555555555554,5,604.1567994189852
1427,26.0,114.0,2,2.9340277777777777,5,604.3077612562907
1428,26.0,115.0,2,2.9340277777777777,5,604.3222226812318
1429,26.0,116.0,2,2.9270833333333335,5,604.5517613072773
1430,26.0,117.0,2,2.9131944444444446,5,604.3647393126463
1431,26.0,118.0,2,2.90625,5,604.0240350952826
1432,26.0,119.0,2,2.9027777777777777,5,603.9691127769513
1433,26.0,120.0,2,2.9375,5,604.0091221715645
1434,26.0,121.0,2,2.9375,5,604.2966316443448
1435,26.0,122.0,2,2.9375,5,604.6217089150718
1436,26.0,123.0,2,2.9479166666666665,5,604.4407200050429
1437,26.0,124.0,2,2.923611111111111,5,603.9866101720066
1438,26.0,125.0,2,2.9340277777777777,5,603.9950386217951
1439,26.0,126.0,2,2.9375,5,604.1109141707778
1440,26.0,127.0,2,2.9270833333333335,5,603.9816648500805
1441,26.0,128.0,2,2.920138888888889,5,604.0867173989825
